VARIABLE,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
Capacity|Electricity,2339.1515,2599.569085644718,3189.2716932688527,4101.4072181355805,5405.590585071963,7022.699421805423,8777.231557214353,10902.118204848512,13864.433334023062,17760.98817422391,22439.081947068626
Capacity|Electricity|Biomass,35.21,48.401836712197095,58.09828360658821,58.0,68.10238621395712,79.21573020022186,86.34508078399361,86.65659294711148,86.9051476750817,87.12026739436797,87.25535385353699
Capacity|Electricity|Coal,698.358,710.7759934755401,741.0286489411246,739.5353356981877,844.9126725982586,1016.1051309601744,1248.987225676216,1571.217999772767,2047.4376021596363,2548.1108011040424,2975.23361982752
Capacity|Electricity|Gas,645.7239999999999,744.5072744377326,1049.7154783166068,1480.272469655087,1997.085285750611,2442.08431829019,2499.361253054677,1950.5441813610744,1241.9864112050018,791.2822281510189,505.27606824439465
Capacity|Electricity|Hydro,302.52,294.08942181032256,299.6142338902837,320.5844736433794,346.85192128730233,373.2240815951003,397.2779953343705,418.0954934897739,435.5402657288795,449.85165704191945,461.42214211119926
Capacity|Electricity|Nuclear,323.906,385.0493908068576,418.0290447942769,486.3962083938121,566.7024075629201,647.5855489984644,737.3805116875259,833.1361010102707,974.9826453451074,1154.6895225840035,1348.990399429969
Capacity|Electricity|Oil,276.586,241.22135569564864,119.42709891477864,65.25213931132589,42.37002880370969,30.76686433884676,23.764541537670038,18.129296486438555,13.498001895633058,9.801291703282663,6.590019211373123
Capacity|Electricity|Other,0.0005,0.00044070409667968746,0.0003424255654874416,0.0002661069165748785,0.00020683199475691848,0.000160791209928982,0.000125026814074678,9.72423947629805e-05,7.56549773015935e-05,5.888020567480901e-05,4.584320400485305e-05
Capacity|Electricity|Solar,3.9170000000000105,40.98508643097215,181.4780563240048,362.3878741864988,566.2871730218206,820.0613266432327,990.6347243229754,1161.644370757232,1405.051371978366,1831.2712046383936,2481.9292855156946
Capacity|Electricity|Solar|CSP,0.6590000000000006,2.730086430972108,13.54270775856332,27.04653367959167,40.58464730402777,60.13990490179501,81.42331348507594,116.05389356286474,158.45979071880458,233.57706496630965,343.4207148537369
Capacity|Electricity|Solar|PV,3.2580000000000093,38.25500000000001,167.9353485654416,335.3413405069068,525.7025257177921,759.921421741437,909.2114108378988,1045.590477194367,1246.5915812595615,1597.6941396720858,2138.5085706619566
Capacity|Electricity|Wind,52.924999999999976,134.534,321.8763753526038,587.0063586202641,947.467434208356,1438.3931830472666,2074.816143925585,2964.036795652906,4194.788747845671,5986.9945753118045,8127.518919178837
Capacity|Electricity|Wind|Offshore,0.4049999999999995,3.404,15.56161565437953,29.718,34.7864037227743,33.7682622478874,45.794074632173405,74.1475374455328,133.0614417810067,340.19175079394245,754.7958029387237
Capacity|Electricity|Wind|Onshore,52.51999999999999,131.13,306.3147596982242,557.2883586202641,912.6810304855816,1404.62492079938,2029.0220692934129,2889.889258207373,4061.727306064661,5646.802824517867,7372.723116240112
Consumption,23309.531243280613,25429.724810948726,32038.76105981474,42450.04969644196,56333.807930787545,73022.22887644192,93493.0937345569,118932.31227854275,149669.27300771675,185440.7332746953,226036.28603733945
Emissions|BC,1.4099206090695122,1.056691559852113,0.7775433010172139,0.4603703414000047,0.4363821826349359,0.3668386530073154,0.3574145955882131,0.3395978154661856,0.3113664802366763,0.2736038553385106,0.2115184865781131
Emissions|CH4,71.46324843697239,69.61683297265341,94.69873934371536,117.41643203710908,141.0685064695414,140.7584440137423,143.1234319625123,167.07111324904554,187.52799254290372,185.6361159764056,173.09942746583107
Emissions|CH4|Fossil Fuels and Industry,24.985349147605604,24.81621090619781,43.04905934681316,64.46097162785216,85.82875097195424,83.66073079490161,84.2636178719982,106.41428946028785,125.3204328373336,122.20008443877768,108.78330454474514
Emissions|CH4|Land Use,29.011058845325785,28.294582635307464,35.84542905257878,36.92479753287149,37.55852054481074,37.68914352479423,37.607856472131495,37.58353813655455,37.43072235879997,37.18130173976592,36.83963744375812
Emissions|CO,172.02718769303698,134.4111251655956,111.82665669334858,77.18707463542194,76.65143726244263,71.79721584385311,70.8807858713791,66.24481657836162,60.331027363630014,53.13103991195128,46.35262990420537
Emissions|CO2,13432.030003530874,13505.67629295272,14661.802057958044,16311.523879246251,18704.72834501137,21007.097911042736,23538.67001904389,26531.595236628837,29720.08393673573,31438.327758843778,32456.224521916756
Emissions|CO2|Carbon Capture and Storage,1.251828375477484,0.8187766326389083,0.0246591015018914,0.0490470724514571,0.043245824329352,0.0449105665663092,0.0401238266997884,0.0522323822996449,0.0572411335161163,0.0732723717207851,2.222300755378675
Emissions|CO2|Carbon Capture and Storage|Biomass,0.0317162170285714,0.0214618534509747,0.0121509697388714,0.0165939621987436,0.0159762269080741,0.016015732585971,0.0167461207764981,0.0180737386408818,0.0197022102314064,0.0216051903065571,2.1653347218477728
Emissions|CO2|Fossil Fuels and Industry,13193.28015144237,13298.500566042843,14419.150535454062,16075.039026175498,18527.74162011431,20862.470571324448,23397.52805602742,26451.92787754725,29698.29633935907,31456.91356758528,32515.96639590115
Emissions|CO2|Land Use,238.7498520885102,207.17572690986924,242.65152250399845,236.48485307074992,176.9867248970548,144.62733971829562,141.14196301651072,79.667359081565,21.787597376744408,-18.585808741454606,-59.74187398442729
Emissions|F-Gases,352.0328323544909,384.3973775772639,577.4790841201241,658.0514167041691,710.0901667039644,707.5083634107098,698.9066681428606,688.5592720770169,683.8823214215325,680.6049066660789,663.7318438078488
